age,education,job,income,house,credit,sex,relationship,country,savings,purpose,credit_score,expenses,loan
32,diploma,operaio,37156,own,48081,female,sposato/a,europa,40097,house,1,952,bad
57,phd,privato,26634,rent,9239,male,single,italia,40654,education,0,1519,bad
48,nessuno,impiegato,48254,own,3987,female,sposato/a,italia,55885,car,3,1321,bad
43,diploma,operaio,23823,own,33536,female,single,italia,41985,house,6,816,bad
43,phd,manager,79625,own,25596,female,vedovo/a,italia,90145,education,2,3114,bad
39,nessuno,impiegato,56094,rent,11314,female,divorziato/a,extra-europa,55417,car,2,1186,bad
44,diploma,privato,40613,rent,9177,female,sposato/a,italia,38159,furniture,6,1635,bad
49,triennale,ceo,82983,rent,20776,male,divorziato/a,europa,104344,furniture,4,3988,good
54,phd,manager,83485,rent,10957,female,divorziato/a,italia,80543,car,3,2984,good
37,triennale,operaio,40296,rent,19844,female,single,italia,42636,house,0,660,bad
40,triennale,impiegato,36315,own,12136,female,single,europa,59179,car,4,1387,bad
50,phd,impiegato,62068,rent,118,female,divorziato/a,italia,71959,education,1,1120,bad
58,diploma,operaio,31667,rent,27041,male,sposato/a,italia,21836,furniture,3,978,bad
37,triennale,impiegato,53115,rent,49030,female,divorziato/a,italia,42799,house,1,1307,bad
53,phd,ceo,99508,rent,37054,female,divorziato/a,italia,110843,education,5,4007,good
49,diploma,manager,86378,own,25433,male,sposato/a,extra-europa,89409,furniture,4,2985,bad
55,nessuno,disoccupato,9000,none,45178,female,divorziato/a,italia,9000,car,0,699,bad
49,phd,manager,71373,rent,38690,female,sposato/a,italia,84169,car,5,3048,bad
52,diploma,operaio,34277,rent,35703,male,sposato/a,extra-europa,40733,house,1,1081,bad
48,diploma,privato,36962,own,30913,male,single,italia,41904,furniture,6,1361,bad
30,magistrale,manager,62734,rent,44243,female,sposato/a,italia,71360,furniture,1,3113,bad
45,phd,impiegato,55608,rent,448,male,vedovo/a,extra-europa,73762,furniture,4,1142,bad
35,magistrale,impiegato,48917,rent,46276,female,divorziato/a,extra-europa,58364,car,1,1201,bad
51,phd,privato,21561,rent,46292,male,sposato/a,extra-europa,60881,house,1,1537,bad
44,magistrale,privato,54531,rent,45975,male,sposato/a,extra-europa,37705,car,4,1474,bad
59,diploma,manager,83755,rent,43019,male,divorziato/a,europa,82030,car,1,2964,bad
46,phd,ceo,114153,rent,4362,male,sposato/a,europa,100796,car,2,4004,bad
31,magistrale,manager,80811,rent,45092,male,sposato/a,europa,79373,house,0,3023,bad
35,diploma,impiegato,66379,rent,4802,female,sposato/a,italia,71842,furniture,4,1517,bad
31,triennale,impiegato,56656,rent,11998,female,sposato/a,europa,56381,house,5,1265,bad
45,diploma,privato,48623,rent,17787,male,vedovo/a,italia,41568,car,6,1415,bad
31,diploma,impiegato,52942,rent,12213,female,divorziato/a,extra-europa,64197,house,2,1356,bad
35,magistrale,privato,37360,rent,497,female,vedovo/a,europa,62455,furniture,5,1623,bad
57,nessuno,disoccupato,9000,own,29835,female,sposato/a,extra-europa,9000,furniture,6,616,bad
36,phd,manager,92913,own,2228,female,single,europa,66518,education,4,2926,good
33,magistrale,impiegato,39542,own,25020,female,single,europa,59559,furniture,4,1356,bad
52,magistrale,manager,78863,rent,43738,male,sposato/a,europa,80955,car,0,3139,bad
42,phd,ceo,105794,own,34114,male,divorziato/a,italia,90940,education,6,3943,good
56,phd,ceo,120879,rent,13188,male,sposato/a,extra-europa,107994,furniture,2,4073,bad
41,phd,manager,79913,rent,15467,male,sposato/a,europa,82460,education,5,2999,bad
55,magistrale,impiegato,52479,rent,42133,female,divorziato/a,europa,54532,car,4,1279,bad
38,diploma,operaio,28763,rent,8199,male,sposato/a,extra-europa,51624,furniture,3,937,bad
42,triennale,manager,77176,rent,18640,male,divorziato/a,italia,75785,house,2,2885,bad
56,magistrale,operaio,42164,rent,13683,male,single,italia,14337,furniture,1,874,bad
49,diploma,privato,52825,rent,11926,female,divorziato/a,italia,44530,furniture,0,1500,bad
44,nessuno,disoccupato,9000,own,26035,male,divorziato/a,italia,9000,car,2,357,bad
51,phd,impiegato,60779,rent,25372,female,divorziato/a,extra-europa,66409,house,3,1182,bad
33,triennale,impiegato,79624,rent,8481,female,sposato/a,extra-europa,61763,car,3,1312,bad
55,nessuno,disoccupato,9000,none,1802,male,single,extra-europa,9000,furniture,2,470,bad
38,magistrale,impiegato,66841,own,1715,female,sposato/a,europa,49886,car,5,1409,good
59,triennale,privato,58065,rent,43660,male,sposato/a,europa,50641,house,1,1609,bad
45,nessuno,disoccupato,9000,own,32518,male,single,italia,9000,car,4,335,bad
36,nessuno,disoccupato,9000,own,14526,male,divorziato/a,extra-europa,9000,furniture,3,500,bad
55,nessuno,manager,77930,rent,35303,female,sposato/a,extra-europa,87920,car,3,2895,bad
47,diploma,operaio,27268,own,997,male,sposato/a,europa,30406,house,0,907,bad
32,magistrale,manager,72110,own,16988,female,single,europa,76259,house,3,2840,bad
54,nessuno,impiegato,51485,rent,48500,male,sposato/a,europa,46792,furniture,4,1240,bad
31,diploma,operaio,51703,rent,17589,male,single,europa,47440,car,6,930,bad
39,phd,privato,50245,own,23371,female,sposato/a,europa,73018,house,2,1360,bad
49,diploma,impiegato,56060,rent,26905,male,vedovo/a,extra-europa,63182,house,5,1255,bad
54,magistrale,impiegato,62999,rent,45722,male,single,extra-europa,53342,house,4,1134,bad
44,phd,privato,52398,own,26028,male,sposato/a,italia,58276,education,5,1580,bad
34,magistrale,ceo,92063,rent,11684,male,vedovo/a,europa,81952,furniture,6,4056,good
40,magistrale,manager,72793,rent,44411,male,sposato/a,italia,94740,car,2,3003,bad
56,magistrale,impiegato,46907,rent,11130,female,sposato/a,europa,55078,house,1,1054,bad
30,phd,manager,74692,rent,5008,female,sposato/a,europa,60511,furniture,2,3027,bad
50,nessuno,disoccupato,9000,rent,39308,male,vedovo/a,extra-europa,9000,car,1,512,bad
56,phd,privato,46589,rent,45600,female,divorziato/a,extra-europa,67163,education,4,1473,bad
48,diploma,operaio,40061,own,15088,female,vedovo/a,europa,38699,house,1,1036,bad
55,phd,ceo,79102,rent,44234,female,vedovo/a,italia,94117,education,2,4083,bad
49,phd,ceo,113906,rent,38854,male,divorziato/a,italia,94856,car,5,4003,good
52,diploma,impiegato,50970,rent,10251,male,divorziato/a,extra-europa,65821,house,4,1340,bad
40,triennale,impiegato,62027,rent,43704,male,divorziato/a,europa,60323,car,1,1100,bad
47,nessuno,disoccupato,9000,none,21978,male,divorziato/a,italia,9000,furniture,5,793,bad
34,triennale,manager,86861,rent,48948,male,sposato/a,extra-europa,79385,house,0,3083,bad
52,magistrale,manager,90481,rent,49844,female,sposato/a,italia,87367,furniture,2,2799,bad
32,nessuno,disoccupato,9000,none,3488,female,divorziato/a,extra-europa,9000,furniture,2,642,bad
30,phd,impiegato,45866,rent,26574,male,divorziato/a,italia,61395,car,5,1051,bad
32,nessuno,privato,41302,own,34752,female,divorziato/a,europa,55270,car,2,1485,bad
45,nessuno,operaio,45559,own,21694,female,single,extra-europa,15669,furniture,0,876,bad
33,phd,manager,75368,rent,27483,male,single,extra-europa,93423,car,1,2927,bad
30,phd,privato,33707,own,33142,female,sposato/a,europa,51830,furniture,6,1547,bad
30,phd,impiegato,47737,own,11982,female,sposato/a,extra-europa,66913,education,1,1326,bad
32,magistrale,privato,52055,own,7236,male,vedovo/a,extra-europa,35831,house,5,1447,bad
49,triennale,ceo,105951,rent,8619,male,divorziato/a,italia,95474,house,1,4032,bad
53,triennale,manager,83271,rent,19169,male,sposato/a,extra-europa,82751,house,4,3077,good
31,nessuno,privato,33951,own,38061,female,single,italia,63356,house,5,1432,bad
30,magistrale,impiegato,69590,rent,39029,female,vedovo/a,europa,48853,house,6,1291,bad
36,magistrale,manager,69738,rent,31127,female,sposato/a,italia,76274,car,5,2900,bad
57,diploma,manager,68833,own,26367,male,sposato/a,italia,94585,furniture,0,2983,bad
37,phd,ceo,114350,rent,6552,female,single,italia,107061,education,5,4079,good
52,phd,manager,85519,own,39012,male,vedovo/a,extra-europa,72975,house,3,3003,good
43,diploma,privato,38375,rent,12027,male,sposato/a,extra-europa,61148,furniture,5,1464,bad
52,diploma,privato,54415,rent,38729,female,vedovo/a,italia,49336,house,1,1483,bad
44,magistrale,ceo,86744,rent,42684,male,single,europa,106792,car,3,3990,good
34,triennale,manager,88893,own,10618,female,single,italia,71696,house,6,2879,good
55,magistrale,impiegato,53059,rent,32663,female,divorziato/a,extra-europa,57975,car,0,1214,bad
31,diploma,operaio,29332,own,29683,female,divorziato/a,extra-europa,49662,furniture,0,942,bad
55,magistrale,manager,74905,own,16975,female,divorziato/a,italia,88570,car,4,2893,bad
30,triennale,operaio,34039,rent,43319,male,single,italia,48500,house,4,991,bad
38,triennale,privato,47547,rent,7076,male,single,italia,31489,house,6,1291,bad
53,diploma,operaio,47420,rent,27755,female,sposato/a,extra-europa,41335,car,1,855,bad
43,nessuno,disoccupato,9000,own,42856,female,single,extra-europa,9000,house,6,551,bad
48,magistrale,impiegato,49407,rent,41550,female,sposato/a,extra-europa,50712,house,1,1241,bad
51,phd,impiegato,55062,rent,26095,female,sposato/a,europa,57719,education,5,1177,good
37,phd,ceo,95923,own,21923,male,sposato/a,europa,117491,house,2,4128,bad
36,diploma,privato,33975,own,910,female,single,extra-europa,45562,house,0,1469,bad
34,triennale,manager,81837,own,26998,female,vedovo/a,extra-europa,75484,furniture,3,3053,good
50,triennale,manager,99601,rent,258,male,sposato/a,extra-europa,107007,house,6,3088,good
36,triennale,impiegato,63994,rent,13735,female,sposato/a,extra-europa,57191,furniture,6,1025,good
37,nessuno,impiegato,57801,rent,12369,male,sposato/a,europa,51683,car,2,1258,bad
38,magistrale,ceo,97103,rent,36397,male,vedovo/a,italia,105931,car,5,4011,good
49,triennale,manager,84190,rent,37643,male,divorziato/a,extra-europa,93778,house,3,2969,good
52,nessuno,disoccupato,9000,none,33845,female,divorziato/a,europa,9000,car,3,469,bad
32,magistrale,operaio,43508,rent,10881,male,sposato/a,europa,37580,car,4,967,bad
43,nessuno,disoccupato,9000,own,24967,female,vedovo/a,italia,9000,furniture,1,296,bad
46,nessuno,disoccupato,9000,own,10990,female,single,europa,9000,house,5,601,bad
37,diploma,manager,80790,rent,34021,male,single,europa,73575,furniture,5,2908,bad
32,magistrale,privato,41060,own,23353,female,sposato/a,italia,41426,furniture,4,1643,bad
46,nessuno,disoccupato,9000,own,33769,male,vedovo/a,italia,9000,house,1,733,bad
54,diploma,operaio,21299,rent,13177,male,divorziato/a,europa,39264,car,2,872,bad
39,triennale,manager,84552,own,41173,male,sposato/a,europa,90397,house,6,3045,good
51,nessuno,disoccupato,9000,own,45387,male,sposato/a,italia,9000,car,1,319,bad
58,diploma,impiegato,67923,rent,45911,male,vedovo/a,extra-europa,62210,furniture,0,1089,bad
53,nessuno,operaio,37056,own,22916,male,sposato/a,europa,38250,furniture,2,911,bad
47,nessuno,disoccupato,9000,rent,39943,female,sposato/a,italia,9000,car,3,608,bad
48,diploma,impiegato,66582,rent,7305,male,sposato/a,extra-europa,58228,furniture,5,1274,bad
49,triennale,manager,73816,rent,9912,male,sposato/a,europa,68016,furniture,3,3038,bad
42,diploma,impiegato,53950,rent,16817,female,sposato/a,italia,73121,car,0,1325,bad
46,nessuno,disoccupato,9000,own,31094,male,divorziato/a,europa,9000,furniture,3,569,bad
30,triennale,ceo,90055,rent,43774,female,single,extra-europa,108897,car,3,4096,good
36,nessuno,privato,42403,rent,12792,female,divorziato/a,extra-europa,48185,car,6,1545,bad
40,triennale,privato,53545,rent,39609,male,single,europa,36633,house,0,1532,bad
35,triennale,privato,45189,rent,18803,female,sposato/a,europa,52848,furniture,0,1417,bad
51,diploma,privato,47319,rent,5304,male,sposato/a,italia,54369,furniture,2,1364,bad
47,phd,impiegato,62057,own,34511,female,vedovo/a,europa,52472,house,6,1170,good
59,magistrale,manager,77123,own,17285,female,divorziato/a,europa,92180,car,5,3017,bad
41,nessuno,impiegato,63219,rent,43001,female,single,italia,72719,car,4,1446,bad
46,nessuno,disoccupato,9000,rent,8360,female,divorziato/a,extra-europa,9000,house,1,509,bad
37,magistrale,impiegato,57948,rent,26998,female,sposato/a,italia,49408,house,1,1258,bad
45,triennale,operaio,46840,own,13384,male,divorziato/a,europa,40842,car,4,753,bad
56,nessuno,privato,40996,own,4719,female,sposato/a,extra-europa,43390,car,6,1518,bad
58,magistrale,privato,41485,own,22819,female,divorziato/a,europa,52826,car,2,1528,bad
50,diploma,impiegato,50176,rent,36827,male,divorziato/a,extra-europa,58275,house,3,1251,bad
46,triennale,manager,72755,own,47775,male,single,italia,78888,house,1,3217,bad
59,magistrale,privato,57096,rent,3354,male,divorziato/a,europa,64058,car,6,1314,bad
51,magistrale,impiegato,79437,rent,24436,male,sposato/a,europa,60388,car,3,1237,bad
49,phd,ceo,85694,rent,29729,female,single,extra-europa,112985,furniture,6,4053,good
43,triennale,manager,93862,own,1752,male,vedovo/a,italia,75133,car,5,3153,good
36,magistrale,ceo,93034,rent,48058,female,sposato/a,europa,90425,car,0,3957,bad
40,diploma,operaio,51064,rent,23969,female,divorziato/a,extra-europa,41640,car,4,818,bad
56,diploma,operaio,36491,rent,24918,female,divorziato/a,italia,10197,furniture,5,859,bad
55,triennale,manager,71043,rent,17085,male,sposato/a,extra-europa,90081,house,5,2969,bad
46,diploma,impiegato,49122,rent,8262,female,divorziato/a,europa,58604,car,0,1369,bad
31,diploma,privato,42079,rent,11395,male,sposato/a,italia,42434,house,2,1617,bad
47,diploma,impiegato,52198,rent,8696,male,sposato/a,europa,60846,car,6,1403,bad
51,diploma,operaio,29699,own,32149,male,sposato/a,extra-europa,28231,furniture,0,822,bad
44,magistrale,privato,56029,rent,16847,male,single,europa,40844,house,4,1448,bad
55,phd,ceo,114746,own,24636,male,sposato/a,extra-europa,101786,education,2,4078,bad
44,phd,privato,49317,rent,49757,female,single,extra-europa,51797,education,2,1430,bad
34,nessuno,disoccupato,9000,rent,41974,female,single,italia,9000,furniture,4,562,bad
30,magistrale,impiegato,83418,own,20931,female,single,europa,39990,car,3,1122,bad
58,nessuno,privato,50774,rent,2844,male,sposato/a,italia,50087,furniture,4,1479,bad
32,phd,impiegato,63299,rent,45657,female,vedovo/a,europa,70878,car,1,1110,bad
32,triennale,privato,48025,own,41096,male,vedovo/a,europa,33824,car,2,1421,bad
51,magistrale,manager,81645,own,48941,female,sposato/a,extra-europa,70809,house,4,3253,good
58,magistrale,privato,52472,own,36758,female,sposato/a,europa,57500,house,4,1352,bad
40,nessuno,disoccupato,9000,none,45849,female,single,italia,9000,car,4,412,bad
53,nessuno,privato,39760,own,22867,male,sposato/a,italia,63134,house,1,1535,bad
54,diploma,operaio,21537,rent,25448,female,divorziato/a,extra-europa,45327,house,5,989,bad
53,nessuno,manager,69150,own,4731,male,vedovo/a,europa,104425,car,2,3054,bad
55,phd,manager,76055,rent,38895,female,sposato/a,europa,80929,furniture,5,3070,bad
48,diploma,manager,78096,rent,12913,female,sposato/a,extra-europa,68682,furniture,1,3116,bad
39,triennale,privato,69072,own,48651,female,single,europa,33267,furniture,4,1556,bad
45,triennale,manager,77566,rent,5150,female,vedovo/a,europa,76897,furniture,1,3110,bad
39,magistrale,manager,68194,own,34569,male,sposato/a,extra-europa,89668,car,0,2839,bad
51,phd,manager,76099,rent,26536,female,vedovo/a,europa,64399,car,5,2870,bad
42,nessuno,impiegato,60513,rent,858,female,divorziato/a,extra-europa,79270,car,6,1138,bad
45,triennale,operaio,29912,own,32010,female,sposato/a,italia,48512,house,5,947,bad
50,diploma,impiegato,35760,own,19990,female,divorziato/a,italia,78579,house,3,1222,bad
56,diploma,impiegato,63169,rent,38013,male,sposato/a,italia,86424,car,2,1254,bad
33,diploma,privato,57679,rent,7343,male,sposato/a,europa,67358,house,2,1571,bad
44,nessuno,disoccupato,9000,none,31879,female,sposato/a,italia,9000,car,6,425,bad
42,diploma,disoccupato,9000,none,25850,female,sposato/a,italia,9000,furniture,1,586,bad
43,triennale,privato,33262,own,8608,female,divorziato/a,europa,42401,furniture,5,1382,bad
39,magistrale,impiegato,55979,rent,20147,male,divorziato/a,europa,58468,car,2,1235,bad
43,triennale,operaio,42031,rent,27124,female,vedovo/a,extra-europa,30734,house,6,1023,bad
32,triennale,privato,38310,own,18526,male,sposato/a,europa,50999,furniture,0,1561,bad
58,phd,privato,54493,rent,15896,female,sposato/a,italia,47189,education,4,1595,bad
37,nessuno,disoccupato,9000,none,26802,female,sposato/a,europa,9000,furniture,1,587,bad
45,phd,ceo,90858,rent,8176,female,divorziato/a,italia,98500,furniture,4,4032,good
38,magistrale,impiegato,68830,rent,23618,female,sposato/a,europa,65159,house,3,1276,bad
54,phd,manager,72000,own,31100,female,vedovo/a,europa,69648,education,4,2998,bad
47,triennale,impiegato,49760,rent,9105,male,vedovo/a,europa,39524,furniture,6,1251,bad
45,phd,manager,67224,rent,45319,female,divorziato/a,extra-europa,88976,furniture,1,3071,bad
54,nessuno,disoccupato,9000,own,5734,male,sposato/a,extra-europa,9000,car,4,485,bad
40,magistrale,privato,72003,rent,4896,female,sposato/a,italia,49297,furniture,6,1505,bad
59,magistrale,disoccupato,9000,none,15680,female,vedovo/a,extra-europa,9000,furniture,1,401,bad
35,magistrale,privato,39584,own,34382,male,single,extra-europa,59229,furniture,2,1486,bad
47,phd,impiegato,70823,own,41274,female,sposato/a,europa,57109,house,3,1224,bad
54,diploma,privato,52720,own,49671,female,sposato/a,europa,40865,car,2,1496,bad
39,phd,privato,36742,own,39665,female,single,italia,56744,education,2,1478,bad
52,magistrale,manager,78266,own,29404,male,vedovo/a,europa,73843,furniture,3,3090,bad
32,magistrale,ceo,99214,rent,19838,male,vedovo/a,italia,101610,house,0,4053,bad
59,phd,impiegato,56110,own,10084,female,sposato/a,italia,56871,car,2,1277,bad
40,diploma,privato,57891,rent,21102,female,sposato/a,italia,55526,house,6,1571,bad
44,diploma,operaio,44990,rent,36920,female,single,extra-europa,37476,house,3,1011,bad
40,phd,privato,40606,rent,135,male,divorziato/a,extra-europa,61733,education,6,1473,bad
58,triennale,manager,93607,rent,12221,male,divorziato/a,italia,78757,furniture,2,3092,bad
57,phd,ceo,91017,own,4697,female,sposato/a,extra-europa,99847,education,3,3887,good
43,diploma,privato,47781,rent,32756,male,sposato/a,extra-europa,48581,car,3,1475,bad
53,nessuno,privato,61882,rent,46219,female,sposato/a,extra-europa,61457,car,5,1537,bad
40,magistrale,privato,61994,own,14015,female,vedovo/a,italia,47136,house,0,1647,bad
41,nessuno,disoccupato,9000,rent,42467,male,divorziato/a,italia,9000,furniture,4,517,bad
47,nessuno,disoccupato,9000,none,43931,female,divorziato/a,extra-europa,9000,car,6,392,bad
59,triennale,impiegato,44979,own,11417,male,vedovo/a,europa,80212,car,4,1206,bad
35,triennale,operaio,30185,own,27696,female,single,italia,34157,car,2,955,bad
55,diploma,privato,64195,rent,40684,female,divorziato/a,italia,49619,house,1,1478,bad
57,phd,privato,35750,own,6183,male,sposato/a,italia,58682,education,3,1538,bad
42,nessuno,disoccupato,9000,rent,16254,female,single,extra-europa,9000,house,0,314,bad
34,nessuno,disoccupato,9000,none,24798,female,sposato/a,italia,9000,house,4,401,bad
34,triennale,impiegato,68813,rent,1817,male,divorziato/a,extra-europa,68164,furniture,6,1234,good
31,diploma,operaio,25378,rent,39470,male,sposato/a,europa,59065,furniture,3,910,bad
46,phd,ceo,105533,own,34861,female,divorziato/a,europa,108428,car,5,3996,good
48,magistrale,impiegato,74313,rent,28132,male,divorziato/a,europa,61346,house,3,1091,bad
53,phd,manager,75655,own,9037,female,vedovo/a,italia,70922,house,6,3023,bad
55,nessuno,privato,60664,own,39696,female,sposato/a,extra-europa,39583,house,1,1543,bad
31,triennale,impiegato,73782,rent,12454,male,sposato/a,italia,45304,car,0,1308,bad
46,phd,ceo,86315,rent,12215,female,sposato/a,extra-europa,84251,house,2,3993,bad
58,phd,ceo,79928,rent,13065,female,vedovo/a,europa,102512,education,2,4092,bad
36,triennale,manager,81668,own,35599,male,single,europa,70118,car,3,2884,good
46,nessuno,privato,44825,own,44860,female,divorziato/a,italia,69242,furniture,4,1550,bad
34,phd,ceo,108950,rent,35563,female,sposato/a,extra-europa,104404,education,1,3961,bad
36,phd,manager,105466,rent,4775,female,sposato/a,italia,71900,car,6,3146,good
58,magistrale,privato,60454,rent,23630,female,sposato/a,europa,46326,car,4,1498,bad
30,magistrale,operaio,42835,rent,28042,female,sposato/a,italia,27852,house,3,816,bad
51,diploma,ceo,108937,own,41954,female,vedovo/a,europa,99593,car,2,3819,bad
59,magistrale,impiegato,68212,rent,45128,male,divorziato/a,italia,59600,furniture,1,1349,bad
40,phd,manager,79592,own,20891,female,divorziato/a,extra-europa,89082,education,6,3218,bad
45,diploma,operaio,27610,own,6370,male,single,italia,49264,car,5,749,bad
43,nessuno,disoccupato,9000,own,45768,female,divorziato/a,extra-europa,9000,house,2,507,bad
48,magistrale,impiegato,68833,rent,31169,female,sposato/a,italia,71922,house,3,1289,bad
42,magistrale,ceo,100605,rent,12128,male,sposato/a,extra-europa,102042,house,3,3923,good
58,diploma,manager,76217,own,3339,female,sposato/a,extra-europa,97435,furniture,5,2879,bad
42,phd,ceo,104904,rent,47900,male,sposato/a,europa,99755,furniture,1,3859,bad
46,triennale,ceo,94565,own,4488,female,sposato/a,extra-europa,94843,car,6,4070,good
31,diploma,privato,50948,rent,25231,female,sposato/a,extra-europa,40175,car,1,1402,bad
36,diploma,privato,42425,rent,19759,female,divorziato/a,europa,39811,house,5,1446,bad
45,triennale,ceo,84237,own,26525,female,sposato/a,italia,117031,house,5,4016,good
30,triennale,disoccupato,9000,none,1912,male,sposato/a,extra-europa,9000,furniture,2,424,bad
40,nessuno,disoccupato,9000,none,48264,female,divorziato/a,extra-europa,9000,car,3,490,bad
44,triennale,manager,73680,rent,41063,male,divorziato/a,europa,91454,furniture,2,3150,bad
52,nessuno,operaio,36014,own,23325,male,divorziato/a,italia,36947,car,3,822,bad
52,triennale,operaio,34095,own,40076,male,sposato/a,europa,26020,house,3,854,bad
50,magistrale,privato,46152,rent,19513,female,sposato/a,europa,36882,car,5,1516,bad
48,phd,impiegato,44670,rent,37701,male,divorziato/a,extra-europa,60581,car,2,1335,bad
51,phd,ceo,101540,own,189,female,divorziato/a,europa,103270,house,5,4014,good
52,phd,impiegato,67896,rent,19452,male,vedovo/a,europa,67349,car,6,1284,good
34,triennale,privato,45052,rent,26668,male,single,italia,73694,furniture,2,1571,bad
37,magistrale,operaio,36613,own,1207,female,sposato/a,extra-europa,35005,furniture,2,733,bad
59,diploma,privato,51049,rent,36372,female,sposato/a,europa,47741,car,2,1675,bad
53,nessuno,disoccupato,9000,none,19721,female,divorziato/a,italia,9000,car,6,478,bad
50,phd,manager,80736,rent,16284,male,sposato/a,extra-europa,75195,education,3,2911,good
47,nessuno,disoccupato,9000,none,21552,male,divorziato/a,extra-europa,9000,car,1,483,bad
58,diploma,privato,53191,rent,6168,male,divorziato/a,extra-europa,33929,house,3,1479,bad
37,phd,impiegato,61987,rent,15391,male,sposato/a,extra-europa,56117,furniture,1,1279,bad
40,triennale,manager,71903,rent,12986,female,single,italia,62867,furniture,3,2844,bad
40,nessuno,disoccupato,9000,own,16705,female,divorziato/a,italia,9000,furniture,0,425,bad
36,phd,ceo,92174,own,23079,male,single,extra-europa,92873,furniture,5,3868,good
55,phd,manager,96386,rent,11752,female,divorziato/a,extra-europa,92501,house,3,2965,good
50,diploma,operaio,42838,rent,35501,female,sposato/a,italia,56435,car,6,919,bad
40,diploma,manager,92482,rent,4765,male,divorziato/a,extra-europa,77252,furniture,5,3049,bad
30,nessuno,impiegato,61301,own,3424,male,divorziato/a,italia,63151,furniture,3,1207,bad
35,triennale,operaio,40851,own,42362,male,single,europa,46494,car,5,867,bad
55,phd,manager,84906,rent,15113,female,divorziato/a,europa,67305,car,6,3155,good
59,triennale,ceo,109641,own,31757,male,sposato/a,italia,108966,furniture,1,3914,bad
33,magistrale,impiegato,65172,own,45029,male,divorziato/a,europa,71020,car,0,1263,bad
55,nessuno,privato,62153,own,13988,female,divorziato/a,europa,39934,house,0,1404,bad
48,magistrale,manager,94132,rent,16908,female,vedovo/a,europa,77425,house,3,2894,good
56,nessuno,disoccupato,9000,none,12435,male,divorziato/a,extra-europa,9000,furniture,2,519,bad
41,phd,disoccupato,9000,own,41520,male,single,italia,9000,car,2,607,bad
56,magistrale,privato,35278,rent,39862,female,vedovo/a,italia,37837,car,4,1536,bad
51,magistrale,impiegato,60755,own,26217,male,divorziato/a,italia,48384,furniture,2,1434,bad
54,diploma,operaio,52952,rent,24348,male,divorziato/a,extra-europa,32164,furniture,6,716,bad
34,nessuno,manager,64882,own,24068,male,divorziato/a,extra-europa,84326,house,3,2913,bad
32,nessuno,disoccupato,9000,none,36543,male,single,europa,9000,car,0,546,bad
51,diploma,privato,59485,rent,7547,male,divorziato/a,italia,48187,car,4,1556,bad
47,triennale,impiegato,63830,rent,30038,female,vedovo/a,europa,58933,house,5,1225,bad
39,nessuno,disoccupato,9000,none,45108,male,divorziato/a,italia,9000,house,6,417,bad
47,triennale,impiegato,66368,own,42259,male,vedovo/a,europa,69786,furniture,3,1316,bad
39,magistrale,impiegato,45203,rent,27487,female,sposato/a,europa,44757,car,4,1229,bad
42,diploma,impiegato,51368,rent,17332,male,sposato/a,extra-europa,63973,car,0,1286,bad
49,phd,ceo,102903,rent,36956,male,single,europa,110480,education,6,3932,good
34,magistrale,privato,65149,rent,16656,female,sposato/a,europa,61696,furniture,0,1467,bad
54,nessuno,disoccupato,9000,own,4301,male,sposato/a,italia,9000,house,2,577,bad
48,phd,manager,80994,rent,41343,male,divorziato/a,europa,91384,education,3,2926,good
52,triennale,ceo,103436,own,46225,male,sposato/a,italia,106242,furniture,1,3792,bad
37,magistrale,privato,52699,rent,31208,male,single,extra-europa,41090,house,1,1687,bad
38,phd,ceo,113159,rent,36973,female,sposato/a,europa,112764,education,2,4117,bad
58,nessuno,disoccupato,9000,rent,12118,male,vedovo/a,italia,9000,car,2,675,bad
39,nessuno,disoccupato,9000,none,6956,male,vedovo/a,extra-europa,9000,furniture,6,587,bad
57,triennale,manager,70199,own,36136,female,vedovo/a,europa,82094,furniture,1,3006,bad
31,diploma,operaio,40082,rent,16396,male,sposato/a,italia,55541,house,4,911,bad
59,diploma,privato,53974,rent,32107,female,sposato/a,europa,61608,car,1,1561,bad
54,nessuno,disoccupato,9000,own,3132,male,divorziato/a,europa,9000,house,4,649,bad
34,diploma,manager,66922,rent,31758,male,divorziato/a,italia,70683,car,5,2972,bad
56,magistrale,impiegato,50764,own,27915,female,vedovo/a,europa,71786,car,0,1408,bad
35,magistrale,manager,76699,own,14993,female,divorziato/a,extra-europa,79772,furniture,2,2974,bad
43,nessuno,manager,62852,own,32496,female,divorziato/a,extra-europa,74561,furniture,6,3041,bad
59,magistrale,operaio,51052,rent,13718,male,sposato/a,europa,30905,car,6,936,bad
41,triennale,operaio,37477,own,15394,female,divorziato/a,extra-europa,29134,house,5,777,bad
40,triennale,manager,90082,own,8414,female,divorziato/a,europa,87232,furniture,2,2880,bad
37,magistrale,privato,57680,rent,34630,male,divorziato/a,europa,42750,furniture,6,1337,bad
58,triennale,privato,59520,rent,1026,female,vedovo/a,italia,49880,furniture,4,1611,bad
34,magistrale,impiegato,65903,rent,8981,male,divorziato/a,extra-europa,49063,furniture,5,1083,good
44,phd,ceo,95161,rent,24558,male,divorziato/a,italia,118649,car,3,4146,good
38,diploma,operaio,37800,rent,17929,male,divorziato/a,italia,43661,car,2,816,bad
55,triennale,manager,56995,rent,16179,male,sposato/a,italia,81022,house,6,2860,bad
