age,education,job,income,house,credit,sex,relationship,country,loan
58,diploma,operaio,35185,own,2123,female,sposato/a,extra-europa,bad
54,triennale,privato,46852,rent,36012,female,vedovo/a,extra-europa,bad
40,magistrale,privato,49291,rent,14925,male,divorziato/a,italia,bad
41,nessuno,disoccupato,9000,rent,1148,male,divorziato/a,extra-europa,bad
33,phd,manager,51947,own,39935,female,single,italia,bad
54,triennale,impiegato,53993,own,23541,male,divorziato/a,europa,good
58,phd,manager,74570,own,143,female,vedovo/a,europa,bad
38,diploma,disoccupato,9000,none,2654,male,sposato/a,italia,bad
35,nessuno,disoccupato,9000,rent,36721,female,single,italia,bad
35,triennale,impiegato,52120,own,35710,male,single,italia,good
50,triennale,manager,84030,rent,33989,female,divorziato/a,europa,good
36,diploma,impiegato,84976,rent,27654,female,single,europa,bad
52,nessuno,disoccupato,9000,none,30170,male,sposato/a,italia,bad
47,nessuno,disoccupato,9000,own,9395,male,sposato/a,italia,bad
54,nessuno,privato,54059,own,46404,female,divorziato/a,extra-europa,bad
30,diploma,manager,57745,own,5589,male,divorziato/a,europa,bad
52,triennale,manager,85862,rent,41260,female,sposato/a,italia,good
49,nessuno,disoccupato,9000,none,7782,female,sposato/a,europa,bad
38,magistrale,impiegato,70476,rent,39212,male,vedovo/a,italia,bad
59,diploma,privato,42248,rent,15878,male,sposato/a,extra-europa,bad
45,diploma,impiegato,56551,rent,49482,female,vedovo/a,extra-europa,bad
41,phd,privato,53371,rent,13734,female,divorziato/a,italia,bad
45,magistrale,impiegato,76242,rent,39373,male,divorziato/a,italia,bad
37,triennale,manager,91356,own,7869,male,divorziato/a,extra-europa,good
36,nessuno,disoccupato,9000,none,38865,male,sposato/a,extra-europa,bad
47,diploma,manager,77261,rent,44199,female,sposato/a,italia,bad
31,phd,ceo,79301,rent,3064,female,divorziato/a,extra-europa,bad
59,magistrale,impiegato,50934,rent,29572,male,sposato/a,europa,bad
39,magistrale,impiegato,50348,rent,9460,female,single,italia,bad
43,nessuno,manager,76557,rent,13384,female,divorziato/a,italia,bad
42,magistrale,ceo,118735,rent,2652,female,single,extra-europa,good
39,magistrale,impiegato,73754,rent,13858,female,sposato/a,extra-europa,bad
52,phd,impiegato,61877,rent,46757,male,vedovo/a,extra-europa,bad
54,nessuno,disoccupato,9000,rent,24050,male,single,italia,bad
46,magistrale,privato,51250,own,26868,male,divorziato/a,extra-europa,bad
35,diploma,privato,57281,rent,14465,female,divorziato/a,extra-europa,bad
41,triennale,privato,49901,own,17256,male,single,extra-europa,bad
58,phd,privato,45643,rent,37061,male,sposato/a,italia,bad
32,phd,ceo,87057,rent,36542,male,divorziato/a,europa,good
42,magistrale,impiegato,52446,own,14273,female,single,europa,good
33,nessuno,disoccupato,9000,own,28471,male,sposato/a,italia,bad
48,nessuno,disoccupato,9000,none,19423,female,sposato/a,italia,bad
35,nessuno,disoccupato,9000,rent,7132,male,sposato/a,italia,bad
38,nessuno,disoccupato,9000,own,34241,female,single,europa,bad
44,phd,ceo,81075,rent,47418,male,sposato/a,europa,good
57,magistrale,privato,24596,own,5397,male,vedovo/a,italia,bad
58,phd,ceo,91754,rent,37734,female,sposato/a,italia,good
40,nessuno,disoccupato,9000,none,14281,female,divorziato/a,extra-europa,bad
39,phd,privato,59383,rent,8219,male,sposato/a,europa,bad
32,diploma,operaio,49025,rent,7685,male,vedovo/a,europa,bad
49,phd,manager,67401,own,25702,male,sposato/a,europa,bad
54,nessuno,privato,48100,own,17613,female,vedovo/a,italia,bad
50,triennale,operaio,54531,rent,16387,male,divorziato/a,extra-europa,bad
37,diploma,privato,57835,rent,36425,female,single,italia,bad
39,nessuno,disoccupato,9000,own,5521,female,sposato/a,europa,bad
49,nessuno,disoccupato,9000,own,12588,female,vedovo/a,extra-europa,bad
40,diploma,privato,58313,rent,30573,female,sposato/a,italia,bad
35,diploma,manager,80166,rent,25937,male,divorziato/a,italia,bad
58,nessuno,impiegato,66566,rent,42130,female,sposato/a,extra-europa,bad
41,phd,ceo,116192,rent,3104,female,sposato/a,italia,good
52,nessuno,disoccupato,9000,none,6230,male,vedovo/a,europa,bad
49,diploma,privato,50968,own,31274,male,vedovo/a,extra-europa,bad
31,nessuno,impiegato,47871,rent,9476,male,single,europa,bad
38,diploma,operaio,38547,own,30545,male,sposato/a,italia,bad
47,magistrale,privato,41071,own,1395,male,sposato/a,extra-europa,bad
56,triennale,privato,43982,rent,2620,female,divorziato/a,extra-europa,bad
50,phd,privato,45903,own,33304,female,sposato/a,italia,bad
59,magistrale,manager,78923,rent,37563,male,single,europa,bad
47,diploma,manager,75022,rent,16070,female,single,extra-europa,bad
46,triennale,ceo,103400,rent,4271,male,divorziato/a,extra-europa,good
37,magistrale,impiegato,53822,own,19049,female,divorziato/a,italia,good
38,magistrale,ceo,82957,own,35486,female,single,italia,good
45,triennale,privato,46619,rent,3722,female,sposato/a,italia,bad
49,magistrale,impiegato,56942,rent,46040,male,vedovo/a,extra-europa,bad
54,magistrale,privato,55474,own,43297,female,vedovo/a,italia,bad
35,magistrale,impiegato,60199,rent,16938,female,sposato/a,italia,bad
35,phd,privato,45582,own,49345,female,sposato/a,italia,bad
37,triennale,privato,63377,rent,32311,female,single,extra-europa,bad
41,triennale,impiegato,68560,rent,44084,male,vedovo/a,extra-europa,bad
44,triennale,impiegato,55993,rent,10203,male,divorziato/a,europa,bad
34,nessuno,privato,37994,own,13577,female,divorziato/a,europa,bad
45,diploma,operaio,19369,own,2196,female,divorziato/a,europa,bad
39,magistrale,impiegato,73526,rent,10756,female,divorziato/a,extra-europa,bad
34,diploma,operaio,41659,rent,31117,male,divorziato/a,europa,bad
58,magistrale,operaio,25274,rent,20645,female,divorziato/a,extra-europa,bad
53,triennale,manager,72822,own,49610,male,divorziato/a,italia,bad
51,triennale,ceo,103110,rent,27282,female,divorziato/a,extra-europa,good
58,magistrale,privato,53630,rent,47074,female,sposato/a,europa,bad
37,nessuno,operaio,38795,rent,28318,male,divorziato/a,europa,bad
42,magistrale,ceo,93996,own,43890,female,divorziato/a,extra-europa,good
43,triennale,privato,51110,rent,27787,male,divorziato/a,italia,bad
32,nessuno,disoccupato,9000,rent,2412,male,divorziato/a,extra-europa,bad
55,nessuno,disoccupato,9000,own,43781,female,divorziato/a,europa,bad
45,triennale,operaio,49538,rent,43759,male,sposato/a,europa,bad
52,magistrale,ceo,99134,rent,4275,female,vedovo/a,europa,good
47,diploma,disoccupato,9000,none,17443,male,sposato/a,italia,bad
46,nessuno,privato,60744,own,31454,male,single,europa,bad
30,nessuno,manager,49219,rent,8510,male,divorziato/a,extra-europa,bad
54,magistrale,privato,65059,own,19307,female,sposato/a,italia,bad
42,diploma,impiegato,63044,rent,24758,male,sposato/a,europa,bad
31,phd,manager,97027,own,2707,female,sposato/a,italia,good
51,diploma,privato,59053,rent,6705,male,sposato/a,extra-europa,bad
54,triennale,impiegato,70310,own,40586,male,divorziato/a,extra-europa,good
59,triennale,impiegato,51514,own,34693,female,sposato/a,europa,good
36,magistrale,privato,68358,rent,13281,male,vedovo/a,extra-europa,bad
49,diploma,operaio,35245,rent,18517,female,single,europa,bad
51,triennale,privato,52749,own,16123,male,divorziato/a,extra-europa,bad
51,nessuno,impiegato,62444,rent,42655,male,single,extra-europa,bad
30,triennale,operaio,51399,own,22609,female,single,europa,bad
36,magistrale,operaio,44418,rent,26026,female,sposato/a,italia,bad
53,diploma,operaio,34627,rent,43199,male,vedovo/a,italia,bad
54,diploma,privato,48668,rent,1064,female,divorziato/a,italia,bad
32,phd,privato,66931,rent,26392,female,sposato/a,europa,bad
39,phd,manager,87047,own,47770,male,sposato/a,italia,good
46,phd,impiegato,56556,rent,27771,male,vedovo/a,extra-europa,bad
37,nessuno,disoccupato,9000,none,32826,female,divorziato/a,extra-europa,bad
39,diploma,ceo,84822,own,1351,female,divorziato/a,italia,bad
32,nessuno,disoccupato,9000,none,35027,female,sposato/a,italia,bad
48,nessuno,disoccupato,9000,own,22974,female,sposato/a,italia,bad
40,magistrale,impiegato,68475,rent,1992,male,sposato/a,italia,bad
53,triennale,manager,75627,rent,41017,male,divorziato/a,extra-europa,bad
56,triennale,impiegato,59664,rent,38709,female,sposato/a,extra-europa,bad
48,nessuno,disoccupato,9000,none,42494,male,vedovo/a,extra-europa,bad
33,phd,privato,59751,own,4448,female,divorziato/a,extra-europa,bad
55,magistrale,ceo,92221,rent,38383,male,sposato/a,italia,good
33,diploma,privato,37951,own,3037,female,sposato/a,europa,bad
44,triennale,manager,83570,rent,9427,female,sposato/a,extra-europa,good
37,diploma,operaio,51843,own,30271,male,single,europa,bad
53,magistrale,privato,41982,own,15746,female,vedovo/a,extra-europa,bad
49,magistrale,operaio,42705,rent,7630,female,sposato/a,europa,bad
42,phd,privato,60312,rent,29294,female,single,extra-europa,bad
58,diploma,operaio,44342,rent,27088,male,vedovo/a,europa,bad
48,nessuno,disoccupato,9000,none,26762,female,vedovo/a,europa,bad
52,phd,ceo,103053,rent,16379,female,vedovo/a,extra-europa,good
50,diploma,ceo,88127,rent,28575,female,vedovo/a,europa,bad
44,phd,impiegato,74709,rent,40957,male,vedovo/a,europa,bad
56,magistrale,privato,57405,rent,2746,male,sposato/a,italia,bad
50,nessuno,manager,68367,rent,26358,female,sposato/a,europa,bad
32,magistrale,privato,33162,own,26281,female,single,europa,bad
58,nessuno,disoccupato,9000,none,8857,female,divorziato/a,italia,bad
30,phd,impiegato,49561,rent,27135,male,vedovo/a,extra-europa,bad
32,triennale,impiegato,75970,rent,38511,male,divorziato/a,europa,bad
56,diploma,impiegato,59990,rent,44956,male,vedovo/a,italia,bad
38,triennale,manager,72096,rent,37967,male,divorziato/a,italia,bad
43,diploma,operaio,33557,rent,10894,male,vedovo/a,italia,bad
33,triennale,ceo,92352,rent,13120,female,divorziato/a,europa,good
44,nessuno,privato,42722,own,4149,male,divorziato/a,extra-europa,bad
58,nessuno,disoccupato,9000,rent,13319,female,divorziato/a,extra-europa,bad
38,nessuno,disoccupato,9000,own,21831,male,single,extra-europa,bad
41,magistrale,operaio,48046,rent,34723,male,single,italia,bad
45,triennale,privato,58140,rent,1450,female,divorziato/a,italia,bad
57,magistrale,ceo,93284,rent,45971,female,single,europa,good
53,triennale,ceo,87178,rent,41604,female,single,italia,good
43,phd,manager,83463,rent,43768,male,vedovo/a,europa,good
41,nessuno,disoccupato,9000,own,5510,male,divorziato/a,europa,bad
34,nessuno,disoccupato,9000,own,1514,male,sposato/a,extra-europa,bad
32,triennale,manager,80091,rent,18170,male,divorziato/a,europa,good
51,magistrale,impiegato,49049,rent,415,male,sposato/a,europa,bad
44,magistrale,ceo,101162,rent,48223,male,single,extra-europa,good
59,phd,impiegato,59470,rent,12721,female,divorziato/a,extra-europa,bad
36,diploma,impiegato,65444,own,10726,female,vedovo/a,italia,bad
42,diploma,operaio,51244,own,9291,male,divorziato/a,europa,bad
50,magistrale,impiegato,54258,rent,39014,female,sposato/a,europa,bad
30,diploma,privato,37919,own,6582,female,single,europa,bad
35,magistrale,manager,75491,rent,17928,male,single,europa,bad
48,diploma,manager,70622,rent,46985,female,sposato/a,europa,bad
39,nessuno,disoccupato,9000,none,24880,female,sposato/a,europa,bad
47,diploma,privato,47865,rent,49754,female,sposato/a,europa,bad
54,nessuno,impiegato,61580,own,46579,male,divorziato/a,italia,bad
41,magistrale,ceo,88252,own,10170,male,sposato/a,extra-europa,good
53,phd,manager,79600,rent,41778,male,sposato/a,europa,bad
55,nessuno,disoccupato,9000,rent,9976,female,divorziato/a,italia,bad
45,nessuno,manager,75832,rent,49507,male,sposato/a,italia,bad
48,nessuno,disoccupato,9000,none,6630,female,divorziato/a,europa,bad
54,phd,privato,40073,own,23336,female,single,italia,bad
36,nessuno,operaio,34297,own,11555,female,single,italia,bad
33,phd,impiegato,60895,own,38740,female,sposato/a,extra-europa,good
30,phd,impiegato,42054,rent,28696,female,sposato/a,europa,bad
49,magistrale,privato,31899,own,878,female,vedovo/a,italia,bad
53,phd,operaio,47226,rent,14241,female,divorziato/a,extra-europa,bad
44,triennale,manager,96607,rent,41181,male,sposato/a,europa,good
39,phd,ceo,88622,rent,45881,male,vedovo/a,italia,good
31,diploma,manager,98532,own,49437,male,divorziato/a,italia,bad
49,magistrale,impiegato,74406,rent,5197,male,divorziato/a,italia,bad
39,magistrale,impiegato,70346,own,35566,male,sposato/a,italia,good
53,phd,manager,77520,rent,42205,male,vedovo/a,italia,bad
48,phd,ceo,114851,rent,44112,male,vedovo/a,italia,good
59,nessuno,impiegato,51684,rent,4569,female,divorziato/a,europa,bad
41,triennale,operaio,38874,own,3697,male,divorziato/a,extra-europa,bad
52,diploma,ceo,94824,rent,348,female,divorziato/a,europa,bad
52,magistrale,privato,36688,rent,45127,female,divorziato/a,europa,bad
49,nessuno,disoccupato,9000,own,18306,male,sposato/a,italia,bad
39,magistrale,privato,45051,own,31550,female,vedovo/a,europa,bad
37,phd,impiegato,66076,rent,32938,female,vedovo/a,europa,bad
36,nessuno,disoccupato,9000,own,27087,male,single,extra-europa,bad
36,triennale,manager,95352,rent,10403,male,divorziato/a,italia,good
34,nessuno,manager,69645,rent,13827,female,divorziato/a,extra-europa,bad
38,magistrale,manager,89774,own,16534,male,sposato/a,europa,good
58,triennale,ceo,102243,rent,28803,female,divorziato/a,europa,good
48,diploma,impiegato,68714,rent,29467,male,vedovo/a,extra-europa,bad
46,phd,manager,89320,own,19737,female,divorziato/a,europa,good
58,magistrale,ceo,101065,own,36207,male,sposato/a,italia,good
46,magistrale,privato,52788,rent,33980,male,single,italia,bad
55,phd,manager,103800,rent,12504,male,single,italia,good
48,magistrale,manager,78650,rent,23126,female,sposato/a,extra-europa,bad
48,phd,privato,41197,rent,683,female,divorziato/a,europa,bad
35,diploma,privato,50041,rent,26657,female,sposato/a,extra-europa,bad
47,nessuno,disoccupato,9000,own,27380,female,single,extra-europa,bad
42,triennale,operaio,14739,none,27860,female,single,italia,bad
48,magistrale,impiegato,54884,own,25631,male,vedovo/a,italia,good
58,magistrale,privato,51262,rent,48661,male,single,europa,bad
37,phd,impiegato,79587,rent,16773,female,sposato/a,extra-europa,bad
35,phd,ceo,100065,rent,12659,female,sposato/a,extra-europa,good
55,phd,manager,73012,own,41919,male,sposato/a,extra-europa,bad
35,nessuno,disoccupato,9000,rent,45257,female,divorziato/a,italia,bad
38,magistrale,manager,74914,rent,5252,male,single,italia,bad
48,magistrale,manager,75691,own,22986,female,sposato/a,extra-europa,bad
31,magistrale,ceo,106951,rent,15750,male,vedovo/a,europa,good
44,diploma,manager,69799,rent,37059,female,divorziato/a,italia,bad
57,magistrale,privato,52505,rent,3984,female,vedovo/a,europa,bad
49,magistrale,manager,64795,rent,4090,female,vedovo/a,italia,bad
35,nessuno,operaio,48100,own,36294,female,divorziato/a,extra-europa,bad
52,diploma,manager,71925,rent,16949,male,single,extra-europa,bad
50,magistrale,privato,70526,rent,26676,male,vedovo/a,europa,bad
57,phd,impiegato,64403,rent,2454,male,single,italia,bad
50,diploma,ceo,79207,rent,15129,male,vedovo/a,italia,bad
57,phd,ceo,124673,rent,36847,female,sposato/a,extra-europa,good
36,phd,ceo,90796,own,28165,male,sposato/a,italia,good
40,triennale,operaio,31542,rent,46337,male,sposato/a,extra-europa,bad
44,nessuno,disoccupato,9000,none,22427,male,divorziato/a,europa,bad
59,phd,ceo,91501,rent,31311,male,sposato/a,europa,good
31,diploma,impiegato,64963,rent,39683,male,sposato/a,europa,bad
47,phd,impiegato,69933,own,49758,male,vedovo/a,extra-europa,good
36,phd,ceo,82595,rent,22449,female,divorziato/a,italia,good
41,triennale,operaio,28216,own,17675,male,sposato/a,extra-europa,bad
57,magistrale,manager,82657,own,19643,female,sposato/a,europa,good
51,diploma,privato,42229,rent,36001,male,divorziato/a,extra-europa,bad
44,phd,manager,65047,rent,4057,male,single,italia,bad
59,magistrale,impiegato,46706,rent,6651,female,sposato/a,extra-europa,bad
33,phd,privato,49536,own,49875,female,sposato/a,europa,bad
38,nessuno,disoccupato,9000,own,44561,female,single,italia,bad
58,diploma,impiegato,62309,own,17671,male,single,extra-europa,bad
46,phd,ceo,109635,own,24493,female,divorziato/a,europa,good
57,triennale,manager,95952,rent,40768,male,divorziato/a,italia,good
47,diploma,disoccupato,9000,none,46760,male,sposato/a,italia,bad
45,nessuno,privato,45978,rent,42399,male,vedovo/a,italia,bad
33,nessuno,disoccupato,9000,rent,34656,male,divorziato/a,europa,bad
32,phd,manager,93746,rent,13174,female,divorziato/a,europa,good
49,magistrale,impiegato,58195,own,23845,female,divorziato/a,europa,good
46,triennale,privato,55107,rent,9700,male,divorziato/a,extra-europa,bad
41,nessuno,operaio,43143,rent,1920,male,single,europa,bad
38,nessuno,operaio,47663,own,38131,female,divorziato/a,italia,bad
37,phd,manager,73638,own,20224,male,divorziato/a,europa,bad
45,magistrale,ceo,90424,own,11270,male,divorziato/a,extra-europa,good
32,diploma,privato,57266,rent,46491,male,divorziato/a,extra-europa,bad
38,nessuno,disoccupato,9000,own,43469,male,single,extra-europa,bad
38,diploma,manager,62866,rent,46212,male,vedovo/a,italia,bad
32,magistrale,manager,78260,own,5979,male,vedovo/a,italia,bad
42,triennale,privato,72989,own,33780,female,vedovo/a,extra-europa,bad
34,magistrale,manager,76802,rent,12682,male,divorziato/a,europa,bad
45,phd,ceo,108071,rent,14883,male,divorziato/a,europa,good
56,nessuno,impiegato,62259,own,5252,female,sposato/a,extra-europa,bad
32,magistrale,operaio,42327,rent,49013,female,vedovo/a,europa,bad
46,triennale,operaio,41085,own,37591,female,vedovo/a,extra-europa,bad
42,triennale,ceo,98295,rent,38337,male,sposato/a,europa,good
44,diploma,privato,59990,own,46470,male,single,extra-europa,bad
42,triennale,operaio,48690,own,1464,female,divorziato/a,italia,bad
31,phd,manager,88440,rent,10722,male,divorziato/a,italia,good
53,nessuno,disoccupato,9000,rent,49004,female,sposato/a,europa,bad
31,magistrale,privato,22237,own,29195,female,sposato/a,europa,bad
58,nessuno,disoccupato,9000,own,16388,male,divorziato/a,europa,bad
59,phd,manager,76723,own,43628,male,vedovo/a,europa,bad
39,phd,impiegato,63198,rent,31756,male,vedovo/a,extra-europa,bad
55,triennale,impiegato,74070,rent,28763,female,vedovo/a,extra-europa,bad
32,nessuno,disoccupato,9000,none,37918,male,single,europa,bad
31,triennale,operaio,36618,own,2248,male,single,extra-europa,bad
36,magistrale,privato,53657,rent,35373,male,vedovo/a,europa,bad
57,magistrale,impiegato,61096,own,12854,male,vedovo/a,europa,good
40,magistrale,manager,73885,own,45093,male,sposato/a,europa,bad
36,phd,disoccupato,9000,own,37396,female,sposato/a,europa,bad
36,phd,impiegato,41523,own,18178,male,single,italia,bad
41,triennale,manager,76369,own,2973,male,single,europa,bad
46,phd,ceo,90588,own,25647,female,single,italia,good
30,triennale,impiegato,47976,own,46874,male,divorziato/a,europa,bad
57,phd,manager,71838,rent,20744,female,sposato/a,extra-europa,bad
38,triennale,operaio,36112,rent,25487,female,divorziato/a,europa,bad
34,magistrale,privato,60949,rent,7423,female,divorziato/a,europa,bad
58,diploma,operaio,32730,rent,8583,male,sposato/a,europa,bad
54,diploma,impiegato,53011,rent,39056,male,vedovo/a,europa,bad
50,magistrale,impiegato,79882,own,8001,female,sposato/a,italia,good
41,triennale,manager,89170,own,18269,male,divorziato/a,italia,good
30,phd,ceo,88265,rent,35655,male,sposato/a,extra-europa,good
49,magistrale,manager,72624,rent,25861,male,sposato/a,extra-europa,bad
33,diploma,impiegato,56631,rent,15709,male,divorziato/a,europa,bad
42,diploma,operaio,41717,own,13471,male,divorziato/a,italia,bad
46,magistrale,privato,51942,own,26397,female,single,italia,bad
56,diploma,operaio,27780,own,32007,male,divorziato/a,italia,bad
57,nessuno,disoccupato,9000,rent,23967,female,divorziato/a,europa,bad
32,magistrale,privato,64667,own,43816,female,divorziato/a,extra-europa,bad
40,magistrale,privato,41372,own,14193,male,divorziato/a,extra-europa,bad
43,phd,privato,70727,own,38439,male,single,extra-europa,bad
35,phd,impiegato,68759,rent,15101,female,vedovo/a,europa,bad
47,nessuno,disoccupato,9000,none,26486,female,sposato/a,italia,bad
34,diploma,operaio,20125,own,29231,male,divorziato/a,extra-europa,bad
53,diploma,operaio,48694,rent,35605,female,single,italia,bad
45,magistrale,impiegato,51317,rent,20801,female,divorziato/a,italia,bad
35,magistrale,impiegato,60474,rent,34823,female,sposato/a,italia,bad
44,diploma,manager,78674,rent,45525,female,divorziato/a,europa,bad
43,phd,privato,39022,own,45432,female,single,europa,bad
32,magistrale,privato,48261,rent,48647,female,single,italia,bad
59,phd,ceo,111164,rent,29531,female,sposato/a,extra-europa,good
46,magistrale,operaio,32567,own,9797,male,sposato/a,extra-europa,bad
43,nessuno,impiegato,66456,rent,14101,female,sposato/a,europa,bad
45,magistrale,ceo,112026,rent,34918,female,divorziato/a,europa,good
42,nessuno,privato,51557,own,3570,female,single,europa,bad
55,diploma,operaio,29566,own,43024,male,vedovo/a,extra-europa,bad
50,phd,manager,95382,rent,20357,female,sposato/a,italia,good
43,diploma,impiegato,43389,own,34312,male,sposato/a,extra-europa,bad
46,nessuno,disoccupato,9000,rent,27398,male,single,italia,bad
51,magistrale,impiegato,69971,own,45034,male,sposato/a,europa,good
33,nessuno,manager,84917,rent,977,male,vedovo/a,italia,bad
54,diploma,manager,81705,own,27822,female,sposato/a,italia,bad
50,diploma,operaio,46305,rent,28541,female,single,extra-europa,bad
39,phd,impiegato,47431,rent,15224,female,divorziato/a,italia,bad
45,magistrale,manager,78925,rent,21418,female,single,italia,bad
32,magistrale,impiegato,60170,rent,7910,male,sposato/a,europa,bad
39,triennale,ceo,98699,rent,2051,male,single,europa,good
46,triennale,ceo,115898,own,3180,male,sposato/a,italia,good
33,nessuno,disoccupato,9000,none,18632,male,vedovo/a,europa,bad
55,triennale,manager,78175,own,42235,male,sposato/a,europa,bad
54,diploma,privato,34729,rent,14903,male,sposato/a,europa,bad
53,diploma,operaio,52482,own,29918,male,vedovo/a,europa,bad
40,nessuno,manager,57594,rent,4475,female,single,extra-europa,bad
38,magistrale,impiegato,52470,own,14068,female,sposato/a,italia,good
35,diploma,privato,54277,rent,35888,female,sposato/a,italia,bad
51,nessuno,disoccupato,9000,rent,47387,male,sposato/a,italia,bad
56,nessuno,impiegato,72479,own,20506,male,sposato/a,europa,bad
43,magistrale,manager,84906,own,40512,female,single,extra-europa,good
37,diploma,operaio,36348,own,17925,female,sposato/a,europa,bad
43,triennale,ceo,94119,own,42777,male,divorziato/a,italia,good
36,nessuno,disoccupato,9000,none,4438,female,sposato/a,italia,bad
36,magistrale,manager,75816,rent,15321,female,divorziato/a,extra-europa,bad
46,phd,impiegato,57779,rent,24715,female,divorziato/a,europa,bad
42,nessuno,impiegato,66986,rent,25596,male,single,extra-europa,bad
56,phd,manager,83629,rent,24507,male,sposato/a,extra-europa,good
48,phd,manager,90491,own,23724,male,sposato/a,italia,good
52,nessuno,manager,80104,rent,9291,female,vedovo/a,extra-europa,bad
43,nessuno,disoccupato,9000,own,20570,male,divorziato/a,europa,bad
53,diploma,ceo,112882,rent,20135,male,sposato/a,italia,bad
48,nessuno,disoccupato,9000,own,46384,male,sposato/a,europa,bad
55,magistrale,operaio,27898,own,28789,male,single,italia,bad
50,phd,ceo,89787,rent,37113,male,sposato/a,italia,good
48,triennale,operaio,36095,own,29305,female,sposato/a,extra-europa,bad
45,magistrale,manager,71367,rent,32997,male,sposato/a,italia,bad
46,nessuno,disoccupato,9000,own,3048,female,single,europa,bad
59,magistrale,manager,87713,rent,41086,male,sposato/a,italia,good
55,magistrale,manager,81166,own,25509,male,sposato/a,italia,good
42,diploma,impiegato,64805,rent,23005,female,divorziato/a,italia,bad
37,diploma,ceo,100470,rent,41379,female,sposato/a,italia,bad
51,triennale,manager,86080,rent,20675,male,divorziato/a,italia,good
39,triennale,privato,39887,own,40333,male,sposato/a,extra-europa,bad
49,diploma,disoccupato,9000,none,38430,female,sposato/a,extra-europa,bad
47,nessuno,disoccupato,9000,own,337,female,vedovo/a,europa,bad
46,diploma,impiegato,47011,own,3942,male,sposato/a,europa,bad
45,phd,manager,72656,rent,9254,female,vedovo/a,europa,bad
44,nessuno,disoccupato,9000,none,26801,female,divorziato/a,italia,bad
55,phd,ceo,117645,own,43101,male,vedovo/a,europa,good
58,triennale,manager,87010,own,43240,female,sposato/a,extra-europa,good
59,nessuno,disoccupato,9000,none,34945,male,sposato/a,extra-europa,bad
42,diploma,manager,78192,rent,3754,female,divorziato/a,extra-europa,bad
34,diploma,privato,42108,own,40813,male,sposato/a,europa,bad
30,diploma,impiegato,75908,own,33814,male,divorziato/a,europa,bad
31,nessuno,disoccupato,9000,none,25044,male,sposato/a,italia,bad
43,phd,manager,66566,rent,30548,male,sposato/a,italia,bad
42,diploma,privato,53529,rent,46177,male,sposato/a,extra-europa,bad
56,diploma,operaio,30189,rent,14243,female,sposato/a,italia,bad
36,magistrale,privato,28907,own,540,male,single,italia,bad
57,diploma,privato,59603,rent,14237,female,divorziato/a,italia,bad
34,magistrale,manager,64457,rent,43954,female,sposato/a,europa,bad
59,triennale,impiegato,56821,rent,40352,female,vedovo/a,italia,bad
47,phd,ceo,101980,rent,23124,female,divorziato/a,extra-europa,good
56,triennale,manager,82924,own,45794,male,sposato/a,extra-europa,good
59,nessuno,disoccupato,9000,rent,32307,male,vedovo/a,italia,bad
48,diploma,operaio,44907,own,23057,male,sposato/a,italia,bad
50,diploma,impiegato,59830,rent,4512,male,divorziato/a,extra-europa,bad
40,triennale,privato,43076,rent,36009,female,vedovo/a,europa,bad
50,nessuno,disoccupato,9000,own,30032,male,sposato/a,extra-europa,bad
31,phd,privato,41997,rent,30115,female,single,italia,bad
54,phd,manager,88265,own,35255,female,sposato/a,extra-europa,good
47,nessuno,disoccupato,9000,rent,24448,female,divorziato/a,italia,bad
40,nessuno,disoccupato,9000,rent,32954,male,vedovo/a,extra-europa,bad
42,phd,privato,55849,own,415,female,sposato/a,extra-europa,bad
51,magistrale,impiegato,78094,rent,17604,male,sposato/a,italia,bad
32,nessuno,disoccupato,9000,rent,49749,female,sposato/a,extra-europa,bad
34,nessuno,operaio,22583,own,36943,female,single,italia,bad
30,nessuno,disoccupato,9000,rent,20242,male,divorziato/a,extra-europa,bad
59,nessuno,disoccupato,9000,rent,27776,male,divorziato/a,italia,bad
42,phd,privato,57850,rent,43715,female,single,europa,bad
35,triennale,privato,40747,own,5808,male,vedovo/a,italia,bad
41,phd,impiegato,56752,rent,3836,male,sposato/a,extra-europa,bad
35,triennale,manager,81554,rent,45812,male,divorziato/a,italia,good
47,diploma,privato,55144,rent,41849,female,sposato/a,extra-europa,bad
39,diploma,operaio,39510,own,19697,female,divorziato/a,europa,bad
47,magistrale,privato,67306,own,20294,male,divorziato/a,italia,bad
34,triennale,ceo,104325,rent,3198,male,sposato/a,europa,good
53,phd,impiegato,53491,rent,21034,female,divorziato/a,italia,bad
44,phd,ceo,95940,rent,5482,female,single,europa,good
38,magistrale,manager,66595,own,22915,male,sposato/a,europa,bad
49,nessuno,disoccupato,9000,rent,48851,female,divorziato/a,extra-europa,bad
35,diploma,operaio,52389,rent,45090,female,single,italia,bad
35,nessuno,impiegato,56225,rent,24727,male,divorziato/a,extra-europa,bad
38,phd,ceo,105002,rent,40726,male,sposato/a,italia,good
34,triennale,manager,89435,rent,37213,male,sposato/a,italia,good
53,nessuno,manager,76035,rent,20322,female,vedovo/a,extra-europa,bad
58,phd,impiegato,62234,rent,3813,male,sposato/a,extra-europa,bad
35,nessuno,disoccupato,9000,own,47872,female,single,extra-europa,bad
48,nessuno,impiegato,58629,own,42139,female,divorziato/a,italia,bad
52,nessuno,operaio,37007,own,26726,female,divorziato/a,europa,bad
