age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,risk,predicted
25,male,skilled,own,unknown,unknown,999,24,radio/TV,good,good
31,male,skilled,own,little,little,2746,36,furniture/equipment,bad,bad
46,male,skilled,own,rich,unknown,1149,18,radio/TV,good,good
27,female,skilled,own,little,little,343,6,domestic_appliances,good,bad
42,male,skilled,own,unknown,moderate,2427,18,business,good,good
27,male,skilled,own,little,little,3552,24,furniture/equipment,bad,bad
61,male,unskilled_resident,own,rich,unknown,3059,12,radio/TV,good,good
30,male,skilled,own,little,moderate,1056,18,car,bad,bad
32,male,skilled,own,little,moderate,2273,36,education,good,good
43,male,skilled,own,unknown,unknown,4042,24,car,good,good
54,male,skilled,free,little,unknown,1597,24,education,good,good
43,male,skilled,own,little,moderate,4057,24,furniture/equipment,bad,good
27,male,skilled,own,little,little,1053,15,radio/TV,good,bad
28,male,skilled,own,little,unknown,1413,24,radio/TV,good,good
26,male,unskilled_resident,own,moderate,unknown,4272,30,business,good,good
29,female,highly_skilled,own,little,unknown,2679,24,car,good,good
61,male,skilled,free,unknown,moderate,1239,18,education,good,good
48,male,unskilled_resident,rent,little,little,2241,10,car,good,good
54,female,unskilled_non_resident,own,little,unknown,672,6,car,good,good
55,female,highly_skilled,free,little,little,2578,12,furniture/equipment,good,good
40,male,skilled,rent,unknown,unknown,7824,28,car,good,good
28,female,skilled,own,quite_rich,unknown,1376,24,radio/TV,good,good
47,male,skilled,own,little,rich,3017,30,radio/TV,good,good
31,male,skilled,free,little,unknown,6110,48,education,good,good
74,female,highly_skilled,free,little,moderate,5129,9,car,bad,bad
55,female,highly_skilled,own,unknown,rich,1424,12,furniture/equipment,good,good
34,female,skilled,own,little,little,1842,36,car,bad,bad
21,female,skilled,own,unknown,unknown,886,12,radio/TV,good,good
30,male,highly_skilled,own,little,unknown,1820,18,car,good,good
30,male,highly_skilled,own,little,moderate,5965,27,car,good,good
32,male,skilled,own,little,unknown,701,12,education,good,good
19,female,unskilled_resident,rent,rich,moderate,983,12,furniture/equipment,good,good
27,female,skilled,rent,unknown,little,2132,10,furniture/equipment,good,bad
39,male,unskilled_resident,own,unknown,unknown,9436,54,car,good,good
32,male,skilled,own,little,unknown,1552,24,radio/TV,good,good
29,female,skilled,own,little,moderate,959,9,furniture/equipment,bad,bad
36,male,skilled,own,unknown,unknown,6304,36,business,good,good
36,male,highly_skilled,free,little,little,1940,18,radio/TV,good,good
31,male,unskilled_resident,own,little,unknown,1546,10,car,good,good
27,male,unskilled_non_resident,own,rich,rich,709,6,car,good,good
32,male,skilled,free,little,unknown,3863,24,business,good,good
65,male,skilled,own,unknown,unknown,930,12,radio/TV,good,good
37,male,skilled,own,unknown,unknown,10222,48,radio/TV,good,good
42,male,skilled,own,little,little,4153,18,furniture/equipment,bad,bad
43,male,highly_skilled,own,little,little,15857,36,vacation/others,good,bad
34,male,skilled,own,little,little,6999,48,radio/TV,bad,bad
24,male,unskilled_resident,own,little,little,1747,24,furniture/equipment,good,good
21,female,skilled,rent,little,unknown,2570,27,car,bad,bad
27,male,skilled,own,little,moderate,1391,9,business,good,good
48,male,unskilled_resident,own,little,moderate,1743,24,radio/TV,good,good
36,male,skilled,free,unknown,unknown,700,6,radio/TV,good,good
52,male,skilled,own,quite_rich,unknown,936,9,education,good,good
24,female,unskilled_resident,own,little,little,626,12,radio/TV,bad,bad
27,male,skilled,own,little,unknown,1101,12,car,good,good
33,male,skilled,own,rich,unknown,1543,6,furniture/equipment,good,good
25,female,skilled,own,little,little,3509,18,radio/TV,good,bad
70,male,highly_skilled,free,little,moderate,7308,10,car,good,bad
55,female,skilled,own,little,little,1603,24,radio/TV,good,bad
32,male,unskilled_resident,free,little,little,1442,18,car,bad,bad
33,female,skilled,own,little,unknown,2831,30,radio/TV,good,good
27,male,skilled,own,little,unknown,3850,18,car,good,good
25,female,skilled,rent,little,little,1882,18,radio/TV,bad,bad
29,female,unskilled_non_resident,own,unknown,moderate,3990,36,domestic_appliances,good,good
34,male,skilled,own,unknown,moderate,2825,24,business,good,good
49,male,unskilled_resident,own,little,unknown,2096,12,education,good,good
28,male,unskilled_resident,rent,little,moderate,6260,18,car,good,bad
24,male,skilled,rent,moderate,little,6187,30,car,good,good
25,male,skilled,rent,quite_rich,moderate,3213,18,radio/TV,good,good
39,male,skilled,free,little,little,10297,48,car,bad,bad
29,female,unskilled_resident,rent,quite_rich,unknown,1123,12,furniture/equipment,bad,bad
35,male,highly_skilled,own,little,unknown,7253,33,car,good,good
35,male,skilled,own,unknown,moderate,3976,21,furniture/equipment,good,good
32,female,unskilled_resident,own,moderate,moderate,931,6,car,bad,bad
28,female,skilled,own,moderate,unknown,2073,12,radio/TV,good,good
34,male,highly_skilled,own,moderate,moderate,6850,15,car,bad,bad
37,male,skilled,own,little,moderate,802,15,radio/TV,bad,good
29,male,skilled,own,little,little,5179,36,furniture/equipment,bad,bad
28,female,unskilled_resident,own,little,rich,745,9,radio/TV,bad,bad
26,female,skilled,own,unknown,moderate,1715,30,radio/TV,good,good
25,female,skilled,own,unknown,moderate,2991,30,radio/TV,good,good
46,male,skilled,own,rich,unknown,1582,18,radio/TV,good,good
57,male,unskilled_resident,rent,unknown,unknown,1264,12,business,good,good
68,male,skilled,rent,unknown,unknown,6761,18,car,bad,good
25,male,skilled,own,moderate,unknown,5511,24,furniture/equipment,good,good
35,female,skilled,own,little,little,2439,24,radio/TV,bad,bad
31,male,skilled,own,little,moderate,1935,24,business,bad,bad
68,male,highly_skilled,own,little,little,14896,6,car,bad,bad
26,male,skilled,own,little,moderate,1201,24,car,good,bad
38,male,unskilled_resident,own,little,moderate,1308,15,repairs,good,good
58,female,unskilled_resident,own,little,little,1755,24,vacation/others,good,good
43,male,skilled,own,moderate,little,1203,6,car,good,good
28,male,skilled,own,little,little,5371,36,furniture/equipment,good,bad
24,male,unskilled_resident,rent,little,little,3021,24,furniture/equipment,good,good
33,male,skilled,rent,little,rich,2319,21,education,bad,good
32,male,highly_skilled,free,little,unknown,1505,18,radio/TV,good,good
32,male,skilled,own,unknown,unknown,7238,48,radio/TV,good,good
30,male,skilled,own,little,little,1602,21,car,good,bad
38,male,skilled,own,little,unknown,804,12,radio/TV,good,good
45,male,skilled,own,little,little,2303,24,car,bad,bad
31,male,highly_skilled,free,moderate,moderate,7582,48,vacation/others,good,good
28,male,highly_skilled,own,little,moderate,4249,30,car,bad,bad
46,male,skilled,free,quite_rich,unknown,727,10,education,good,good
40,male,unskilled_resident,own,little,little,1361,6,car,good,good
32,male,skilled,own,little,unknown,2697,9,radio/TV,good,good
29,male,highly_skilled,free,little,little,6579,24,car,good,good
24,female,unskilled_resident,rent,moderate,unknown,1568,18,business,good,good
41,male,skilled,own,unknown,moderate,3979,48,radio/TV,good,good
24,female,skilled,own,little,unknown,932,6,radio/TV,good,good
27,male,skilled,own,rich,unknown,5804,24,car,good,good
20,female,skilled,rent,little,little,1282,12,furniture/equipment,bad,bad
25,male,skilled,own,little,unknown,1262,12,radio/TV,good,good
42,male,skilled,own,little,little,2577,12,furniture/equipment,good,bad
29,male,skilled,free,little,little,2149,12,radio/TV,bad,bad
33,female,skilled,own,unknown,unknown,1927,24,education,good,good
31,male,highly_skilled,own,little,unknown,2406,9,furniture/equipment,good,good
51,male,skilled,free,unknown,little,7511,18,car,bad,bad
23,female,skilled,rent,little,unknown,2146,10,furniture/equipment,good,bad
36,male,skilled,free,unknown,unknown,846,7,radio/TV,good,good
43,male,skilled,own,little,unknown,2515,18,furniture/equipment,good,good
33,male,skilled,own,little,moderate,1414,8,radio/TV,good,good
22,male,skilled,own,little,moderate,3832,30,furniture/equipment,good,bad
64,male,unskilled_resident,own,unknown,unknown,3832,9,education,good,good
24,male,unskilled_resident,rent,little,little,1546,24,radio/TV,bad,bad
32,male,highly_skilled,own,little,little,1880,18,radio/TV,good,good
38,male,skilled,own,moderate,moderate,3512,24,car,good,good
66,male,highly_skilled,free,little,little,1526,12,car,good,good
42,male,unskilled_resident,own,little,unknown,1455,4,car,good,good
52,male,skilled,own,quite_rich,little,338,6,radio/TV,good,good
41,male,unskilled_resident,own,quite_rich,unknown,2580,21,business,bad,bad
29,male,skilled,own,moderate,moderate,1437,9,car,bad,bad
30,female,highly_skilled,own,little,moderate,5096,48,furniture/equipment,bad,bad
20,female,skilled,rent,little,little,2039,18,furniture/equipment,bad,bad
40,male,skilled,own,unknown,unknown,3077,30,radio/TV,good,good
36,male,skilled,own,unknown,moderate,2181,30,car,good,good
45,male,unskilled_resident,own,little,little,339,12,education,good,good
24,male,unskilled_resident,own,little,little,2214,12,radio/TV,good,bad
49,female,skilled,own,little,little,428,6,furniture/equipment,good,bad
34,male,highly_skilled,own,moderate,unknown,1591,21,furniture/equipment,good,good
35,female,unskilled_resident,own,little,little,10722,47,car,good,bad
29,female,skilled,rent,rich,moderate,7758,24,car,good,good
33,male,skilled,own,little,unknown,1478,15,radio/TV,good,good
55,male,skilled,free,rich,unknown,1555,12,repairs,bad,bad
46,female,unskilled_resident,own,little,unknown,3594,15,car,good,good
51,female,skilled,own,moderate,unknown,682,12,car,good,good
40,male,highly_skilled,own,unknown,little,1977,36,education,bad,bad
23,male,skilled,own,little,moderate,15672,48,business,bad,bad
38,male,unskilled_resident,own,little,unknown,1495,12,car,good,good
29,female,skilled,own,little,little,1893,12,car,good,bad
51,male,skilled,own,little,moderate,4771,11,radio/TV,good,good
35,male,skilled,own,little,moderate,2576,7,radio/TV,good,good
38,male,highly_skilled,own,unknown,unknown,3229,18,car,good,good
32,male,skilled,own,little,little,1938,24,radio/TV,bad,bad
26,male,skilled,own,little,little,8229,36,car,bad,bad
47,male,skilled,free,little,unknown,1984,18,furniture/equipment,good,good
24,male,skilled,free,little,little,4605,48,car,bad,bad
31,male,skilled,own,little,little,4817,24,car,bad,bad
47,male,unskilled_resident,own,little,little,731,8,car,good,good
46,male,skilled,own,little,rich,1343,6,car,good,good
27,male,skilled,own,little,moderate,2820,36,car,bad,bad
46,male,skilled,rent,little,moderate,1223,12,car,bad,bad
36,male,highly_skilled,free,unknown,moderate,12169,48,car,good,bad
46,male,highly_skilled,own,unknown,unknown,7629,48,business,good,bad
39,male,skilled,own,little,unknown,1473,18,radio/TV,good,good
62,female,skilled,free,little,unknown,3757,24,car,good,good
25,male,skilled,own,unknown,little,8072,30,business,good,bad
62,male,skilled,own,quite_rich,unknown,1338,6,domestic_appliances,good,good
52,male,skilled,own,moderate,unknown,2223,24,radio/TV,good,good
29,male,highly_skilled,own,little,moderate,11328,24,vacation/others,bad,bad
33,male,skilled,own,moderate,unknown,1474,24,car,good,good
23,male,skilled,free,little,little,1845,45,radio/TV,bad,bad
23,female,skilled,own,quite_rich,little,4281,33,furniture/equipment,bad,bad
20,female,skilled,rent,quite_rich,unknown,2221,15,furniture/equipment,good,good
44,male,skilled,own,little,little,1478,15,furniture/equipment,good,bad
64,female,skilled,own,little,moderate,753,6,radio/TV,good,good
33,female,skilled,own,little,moderate,3244,18,furniture/equipment,good,bad
34,male,unskilled_resident,own,moderate,unknown,1569,15,radio/TV,good,good
34,male,skilled,own,little,moderate,2415,7,radio/TV,good,good
50,male,skilled,own,rich,unknown,3777,24,furniture/equipment,good,good
38,male,skilled,own,unknown,unknown,2751,48,car,good,good
50,male,skilled,own,unknown,moderate,1537,15,radio/TV,good,good
64,female,skilled,own,little,unknown,1364,10,car,good,good
39,male,unskilled_resident,own,little,unknown,7228,11,car,good,good
25,male,unskilled_resident,own,little,moderate,685,12,car,bad,bad
38,male,highly_skilled,own,rich,unknown,5711,36,car,good,good
37,male,unskilled_resident,own,unknown,unknown,3565,12,education,good,good
23,male,skilled,own,unknown,moderate,1444,15,radio/TV,good,bad
23,male,skilled,own,little,moderate,882,13,radio/TV,good,good
39,female,skilled,own,little,moderate,1188,21,business,bad,bad
45,male,unskilled_resident,own,quite_rich,unknown,1750,6,radio/TV,good,good
26,female,unskilled_resident,own,little,moderate,1113,18,radio/TV,good,good
41,male,skilled,own,little,rich,2116,6,furniture/equipment,good,good
31,male,skilled,rent,little,little,3161,24,business,bad,bad
37,male,skilled,own,little,rich,1225,10,domestic_appliances,good,good
20,male,highly_skilled,rent,little,little,1107,12,radio/TV,good,good
25,female,skilled,own,little,moderate,1206,9,radio/TV,good,good
35,male,skilled,free,little,little,3386,12,car,bad,bad
24,female,skilled,own,little,little,4272,20,furniture/equipment,good,bad
39,male,unskilled_resident,rent,little,little,2122,12,car,good,good
38,male,highly_skilled,own,unknown,unknown,2859,12,car,good,good
47,male,unskilled_resident,own,little,unknown,2538,24,car,bad,good
32,male,skilled,own,moderate,unknown,2848,10,car,good,good
47,male,skilled,own,unknown,unknown,3578,48,radio/TV,good,good
23,female,unskilled_non_resident,rent,quite_rich,moderate,3758,24,radio/TV,good,good
28,male,skilled,rent,little,moderate,3617,12,furniture/equipment,good,good
26,male,highly_skilled,own,little,unknown,4463,36,radio/TV,bad,bad
32,male,skilled,own,moderate,little,2325,24,car,good,good
25,female,skilled,rent,unknown,little,1371,24,car,bad,bad
25,female,skilled,rent,unknown,unknown,1283,22,car,good,good
27,male,skilled,own,rich,moderate,10961,48,radio/TV,bad,bad
31,male,skilled,own,unknown,unknown,929,24,furniture/equipment,good,good
35,male,skilled,own,quite_rich,unknown,2397,24,radio/TV,bad,good
36,male,unskilled_resident,own,little,little,1374,6,furniture/equipment,good,good
28,female,skilled,rent,moderate,moderate,2631,15,car,bad,bad
29,male,skilled,rent,little,little,11816,45,business,bad,bad
24,male,skilled,own,little,little,2145,36,business,bad,bad
36,male,skilled,own,rich,moderate,1913,18,business,good,good
35,male,unskilled_resident,own,moderate,little,4380,18,car,good,good
30,male,skilled,free,quite_rich,little,3349,24,furniture/equipment,bad,bad
32,male,skilled,rent,moderate,moderate,11760,39,education,good,good
43,male,unskilled_resident,own,little,unknown,7393,24,car,good,good
37,female,skilled,own,rich,unknown,1287,24,car,good,good
31,male,skilled,own,moderate,unknown,5742,36,business,good,good
65,male,skilled,free,little,little,2600,18,radio/TV,bad,bad
26,female,skilled,own,little,unknown,2764,33,business,good,good
36,male,highly_skilled,own,little,unknown,1278,24,radio/TV,good,good
40,male,unskilled_resident,own,little,little,3939,11,car,good,good
28,female,skilled,rent,rich,unknown,2603,24,car,good,good
48,male,highly_skilled,own,unknown,moderate,12204,48,business,good,bad
24,female,skilled,rent,unknown,little,1275,15,domestic_appliances,bad,bad
24,female,skilled,rent,little,unknown,1554,6,radio/TV,good,good
50,female,unskilled_resident,own,little,rich,1047,6,education,good,good
25,male,skilled,own,unknown,unknown,3105,24,radio/TV,good,good
29,male,skilled,own,little,unknown,2743,28,radio/TV,good,good
30,female,skilled,own,little,unknown,1055,18,car,good,good
43,male,unskilled_resident,own,little,unknown,1533,18,furniture/equipment,bad,good
35,male,skilled,own,unknown,unknown,1979,15,radio/TV,good,good
45,male,skilled,free,little,little,7882,42,furniture/equipment,good,bad
46,male,skilled,own,little,unknown,2611,24,radio/TV,good,good
28,female,skilled,rent,quite_rich,moderate,4113,24,car,bad,bad
25,male,unskilled_resident,own,little,little,1138,9,radio/TV,good,bad
44,male,skilled,rent,quite_rich,little,2647,6,radio/TV,good,good
22,female,unskilled_resident,rent,little,unknown,1258,12,furniture/equipment,good,good
30,male,skilled,free,moderate,moderate,2862,36,car,good,bad
40,male,highly_skilled,own,little,moderate,7374,18,furniture/equipment,good,bad
35,male,unskilled_resident,own,little,unknown,4679,24,car,good,good
47,female,skilled,free,moderate,rich,1377,24,radio/TV,good,good
58,female,unskilled_resident,own,little,little,385,12,radio/TV,good,good
48,female,unskilled_resident,free,moderate,rich,1240,10,car,bad,bad
28,male,skilled,own,rich,unknown,2142,11,business,good,good
50,male,skilled,own,unknown,unknown,2390,12,car,good,good
30,male,highly_skilled,own,little,moderate,4455,36,business,bad,bad
32,male,unskilled_resident,own,little,moderate,1301,18,radio/TV,good,good
22,male,skilled,own,quite_rich,little,2483,24,furniture/equipment,good,bad
21,female,skilled,own,moderate,unknown,10144,60,radio/TV,good,good
31,female,highly_skilled,own,quite_rich,unknown,2782,21,car,good,good
47,male,highly_skilled,own,little,moderate,1209,6,car,bad,bad
47,male,skilled,own,little,unknown,1393,12,education,good,good
45,female,unskilled_resident,own,unknown,unknown,3835,36,radio/TV,good,good
36,male,skilled,own,little,unknown,4165,18,business,bad,bad
30,male,highly_skilled,own,little,little,3959,36,furniture/equipment,good,bad
35,female,skilled,own,unknown,little,1381,24,car,bad,bad
67,female,skilled,own,little,moderate,3872,18,repairs,good,good
41,male,skilled,rent,little,unknown,1503,12,car,good,good
47,male,skilled,free,little,unknown,5103,24,radio/TV,good,good
35,male,skilled,own,quite_rich,moderate,1410,14,business,good,good
36,male,skilled,own,unknown,unknown,6742,30,radio/TV,good,good
51,male,unskilled_resident,free,quite_rich,unknown,2507,9,car,good,good
27,female,skilled,own,little,unknown,1185,12,business,good,good
74,male,unskilled_non_resident,own,little,rich,1299,6,car,good,good
26,female,unskilled_resident,rent,little,little,3599,21,furniture/equipment,good,good
29,female,skilled,own,unknown,little,915,24,car,bad,bad
29,female,skilled,own,rich,little,3357,21,radio/TV,good,good
41,male,unskilled_resident,rent,moderate,unknown,1469,24,car,good,good
30,male,skilled,own,little,unknown,707,12,radio/TV,good,good
63,male,skilled,free,little,rich,781,10,car,good,good
38,male,highly_skilled,own,little,unknown,7814,24,car,good,good
23,female,unskilled_resident,own,little,little,976,18,car,bad,bad
31,male,skilled,own,unknown,unknown,3378,18,car,good,good
35,male,highly_skilled,rent,little,moderate,6948,36,car,good,bad
37,male,highly_skilled,own,unknown,moderate,4712,24,business,good,good
36,male,skilled,own,little,little,1372,12,car,bad,bad
24,female,highly_skilled,own,moderate,moderate,7408,60,car,bad,bad
32,male,unskilled_resident,own,rich,unknown,4526,27,furniture/equipment,good,good
24,male,skilled,own,moderate,moderate,6560,48,car,bad,bad
23,male,skilled,rent,little,little,4110,24,furniture/equipment,bad,bad
57,female,unskilled_resident,own,moderate,unknown,1154,11,radio/TV,good,good
50,female,skilled,free,moderate,moderate,2671,36,radio/TV,bad,bad
26,male,skilled,rent,moderate,unknown,3577,9,car,good,good
22,male,skilled,own,little,unknown,1478,9,radio/TV,bad,good
43,male,highly_skilled,own,little,little,2442,27,business,good,bad
25,female,unskilled_resident,own,little,rich,2327,15,radio/TV,bad,bad
48,male,skilled,own,unknown,unknown,5190,27,repairs,good,good
38,male,highly_skilled,free,little,little,10623,30,car,good,good
34,male,highly_skilled,own,little,moderate,1860,12,car,good,bad
32,female,skilled,own,little,unknown,4611,6,furniture/equipment,bad,bad
33,male,highly_skilled,own,little,moderate,4439,18,business,good,bad
29,female,skilled,own,little,unknown,2171,12,radio/TV,good,good
37,male,skilled,own,little,unknown,3535,36,car,good,good
63,male,skilled,own,little,little,6836,60,business,bad,bad
38,male,skilled,own,little,unknown,1924,10,radio/TV,good,good
28,male,highly_skilled,own,little,moderate,5234,30,car,bad,bad
46,male,skilled,own,little,unknown,1829,15,radio/TV,good,good
30,female,skilled,own,quite_rich,moderate,8358,48,car,good,bad
41,female,unskilled_resident,own,little,moderate,5954,42,business,good,good
24,male,skilled,own,little,little,9629,36,car,bad,bad
40,male,unskilled_non_resident,own,little,moderate,3590,18,business,good,good
33,male,highly_skilled,rent,little,unknown,4844,48,business,bad,bad
31,male,skilled,own,moderate,moderate,1449,6,business,good,good
35,male,skilled,own,little,little,691,12,car,bad,bad
36,male,highly_skilled,rent,moderate,moderate,6967,24,business,good,bad
27,female,skilled,rent,moderate,moderate,951,12,furniture/equipment,bad,bad
34,female,skilled,own,rich,unknown,1525,24,car,good,good
30,male,skilled,own,little,little,2121,12,car,good,bad
28,male,skilled,own,unknown,moderate,1887,18,business,good,good
34,male,unskilled_resident,free,moderate,moderate,3844,48,business,bad,bad
26,male,skilled,rent,unknown,unknown,2445,12,car,good,good
24,female,skilled,rent,rich,moderate,433,6,education,bad,bad
45,male,highly_skilled,own,little,little,8978,14,car,bad,bad
40,male,skilled,own,little,unknown,1585,24,furniture/equipment,good,good
27,female,unskilled_resident,own,little,little,3643,15,furniture/equipment,good,bad
75,male,highly_skilled,free,little,little,6615,24,car,good,good
49,male,unskilled_resident,own,unknown,rich,1445,18,radio/TV,good,good
36,male,skilled,rent,little,little,2799,9,car,good,good
43,female,unskilled_resident,own,rich,unknown,1516,24,radio/TV,good,good
39,male,unskilled_resident,own,little,little,3398,8,car,good,good
40,male,unskilled_non_resident,free,unknown,moderate,5381,48,vacation/others,good,good
44,female,unskilled_resident,own,little,moderate,760,8,radio/TV,good,good
52,male,skilled,own,little,unknown,3077,12,radio/TV,good,good
65,male,skilled,own,little,little,571,21,car,good,good
34,male,unskilled_resident,own,little,little,11998,30,repairs,bad,bad
32,male,skilled,own,quite_rich,unknown,2978,6,furniture/equipment,good,good
40,female,skilled,own,rich,moderate,1322,11,car,good,good
24,female,skilled,rent,little,little,2124,18,furniture/equipment,bad,bad
34,male,unskilled_resident,own,little,rich,2864,18,furniture/equipment,bad,bad
31,male,skilled,own,moderate,moderate,6148,20,car,good,good
60,male,skilled,free,little,unknown,2032,24,car,good,good
39,male,highly_skilled,own,little,unknown,1884,12,car,good,good
26,male,unskilled_resident,own,little,moderate,625,12,radio/TV,good,good
63,male,unskilled_resident,own,little,unknown,1655,12,radio/TV,good,good
29,female,skilled,own,little,rich,683,6,radio/TV,good,good
26,female,highly_skilled,rent,little,unknown,4530,30,radio/TV,good,good
20,male,skilled,own,little,unknown,1313,9,furniture/equipment,good,good
23,female,skilled,own,little,rich,1275,10,furniture/equipment,good,good
39,male,highly_skilled,own,little,unknown,6458,18,car,bad,good
46,male,skilled,own,little,little,697,12,car,bad,bad
40,female,skilled,own,unknown,unknown,894,10,education,good,good
28,male,highly_skilled,rent,little,moderate,9398,36,car,bad,bad
45,male,skilled,free,unknown,unknown,1300,15,car,good,good
48,male,skilled,own,little,unknown,2134,9,car,good,good
35,male,skilled,free,little,unknown,1471,15,radio/TV,good,good
36,male,highly_skilled,free,little,little,1872,6,furniture/equipment,good,good
31,male,skilled,own,moderate,unknown,3621,24,radio/TV,bad,good
31,male,unskilled_resident,own,little,little,3108,30,furniture/equipment,bad,bad
37,female,skilled,own,little,unknown,3380,4,car,good,good
58,male,skilled,rent,little,moderate,15945,54,business,bad,bad
48,male,skilled,free,unknown,unknown,9277,24,car,good,good
28,male,skilled,own,quite_rich,rich,939,12,car,bad,bad
65,female,unskilled_non_resident,own,little,unknown,1098,18,radio/TV,good,good
26,male,skilled,own,little,little,3414,21,education,bad,bad
24,male,skilled,own,little,rich,5848,36,radio/TV,good,good
22,male,skilled,own,little,little,2462,18,furniture/equipment,bad,bad
34,male,skilled,own,rich,moderate,3496,30,furniture/equipment,good,good
55,male,skilled,own,rich,unknown,1413,12,car,good,good
49,male,skilled,rent,unknown,unknown,5801,12,furniture/equipment,good,good
